work_order_id,aircraft_id,primary_part_id,lead_technician_id,wo_type,status,open_date,close_date,planned_duration_days,actual_duration_days,delay_days,delay_reason,labour_hours,labour_cost_inr,parts_cost_inr,overhead_cost_inr,defect_code,ata_chapter,findings_summary,nrc_raised
WO000956,AC035,PT0009,TEC011,Component Overhaul,Closed,2024-07-24,2024-08-20,25,27,2.0,No Delay,299.4,1163450.86,1349902.23,359399.71,DFT-55EH,28,Establish nothing pass unit couple move often simply respond trial son might notice.,True
WO000957,AC019,PT0067,TEC020,Scheduled A-Check,In Progress,2023-11-09,,12,17,5.0,No Delay,216.8,777931.88,2715988.8,690052.6,DFT-29FE,76,Fall common outside her phone teacher fund floor view series.,False
WO000958,AC003,PT0226,TEC006,Component Overhaul,Deferred,2024-11-14,,25,12,0.0,No Delay,141.2,362266.68,2264799.66,406063.64,DFT-93JG,42,Explain agree available stock focus less seek current.,True
WO000959,AC018,PT0195,TEC050,Component Overhaul,Closed,2023-04-27,2023-05-21,25,24,0.0,No Delay,208.5,485631.87,"₹3,847,845.45",717938.77,DFT-59AA,24,To spend TV up theory still finally suffer son body Mrs.,True
WO000960,AC009,PT0164,TEC034,Line Maintenance,In Progress,2024-08-02,,4,8,3.5,Awaiting Inspection Sign-off,68.9,151909.07,3121969.83,627052.01,DFT-15AC,56,Make machine know across west common her.,True
WO000961,AC024,PT0027,TEC045,Modification SB,Closed,2024-10-08,2024-10-23,9,15,6.0,Awaiting Inspection Sign-off,175.8,467502.38,2626689.95,432751.78,DFT-49GH,37,Behavior spring strategy stay value less trip.,True
WO000962,AC022,PT0192,TEC018,Line Maintenance,Closed,2024-01-09,2024-01-15,4,6,1.5,No Delay,73.4,244922.76,162864.36,45868.93,DFT-14FD,36,Particularly nation practice table good wear sister.,True
WO000963,AC009,PT0273,TEC048,Line Maintenance,Closed,2024-12-08,2024-12-15,4,7,2.5,No Delay,44.5,122515.34,4077980.64,543613.02,DFT-55GH,56,Describe fear around people success cost exactly.,False
WO000964,AC021,PT0096,TEC035,Scheduled C-Check,Cancelled,2024-03-12,,40,32,0.0,No Delay,337.7,1429855.0,2867246.41,474014.38,DFT-11FE,68,Significant culture phone also rise item.,False
WO000965,AC039,PT0190,TEC007,Scheduled C-Check,Closed,2024-09-16,2024-10-30,40,44,4.0,No Delay,264.5,887053.1,2024220.53,462637.55,DFT-63IH,34,Attention attention well simply teacher run become few trip.,True
WO000966,AC040,PT0165,TEC049,Unscheduled AOG,Closed,2024-03-12,2024-03-13,3,1,0.0,No Delay,15.4,48078.9,1321618.27,189878.25,DFT-68AB,51,Control film agency approach career green course.,False
WO000967,AC008,PT0247,TEC039,Scheduled C-Check,Closed,2023-06-20,2023-07-22,40,32,0.0,No Delay,245.7,855671.57,4389972.83,993455.35,DFT-44JJ,50,Entire number near gun cost each hundred under father.,True
WO000968,AC021,PT0151,TEC030,Scheduled C-Check,In Progress,2022-04-07,,40,41,1.0,No Delay,450.3,1137755.54,198075.81,245600.99,DFT-05DG,26,However entire information approach cost late road player.,False
WO000969,AC034,PT0050,TEC016,Scheduled C-Check,Closed,2023-11-03,2023-12-06,40,33,0.0,No Delay,420.7,1173120.83,4431633.44,1018685.84,DFT-33HD,71,Camera new side former sometimes economic.,False
WO000970,AC006,PT0019,TEC050,Unscheduled AOG,Closed,2024-07-05,2024-07-06,3,1,0.0,No Delay,15.5,39021.82,4234559.34,725280.53,DFT-39EH,42,Soon sport seat job painting matter bad effort knowledge toward themselves late design.,True
WO000971,AC001,PT0140,TEC024,Line Maintenance,In Progress,2024-07-24,,4,2,0.0,No Delay,24.7,79386.95,2811813.13,464058.36,DFT-72CI,28,Lawyer else traditional picture three technology never general size activity.,True
WO000972,AC028,PT0214,TEC004,Component Overhaul,In Progress,2024-11-19,,25,37,12.0,Manpower Shortage,488.5,1409773.26,4452024.41,1134359.83,DFT-17BC,40,Woman lead center or go shake sound design.,False
WO000973,AC018,PT0278,TEC041,Component Overhaul,Closed,2024-07-10,2024-07-28,25,18,0.0,No Delay,136.5,307465.24,2468632.19,371411.44,DFT-82DI,41,Laugh magazine purpose fight explain up include whom no man hotel east.,False
WO000974,AC028,PT0171,TEC002,Unscheduled AOG,Cancelled,2024-01-15,,3,5,2.0,No Delay,37.3,117699.56,1529663.15,265947.36,DFT-12JC,28,Direction dark friend move responsibility able film simply.,True
WO000975,AC008,PT0167,TEC056,Scheduled A-Check,Closed,2022-03-22,2022-04-09,12,18,6.0,Weather Hold,138.3,487610.62,"₹2,935,793.32",643054.84,DFT-64GF,40,Pass week behind fine action exist exist reduce lose.,True
WO000976,AC019,PT0156,TEC019,Scheduled A-Check,Closed,2023-03-03,2023-03-14,12,11,0.0,No Delay,107.4,344627.77,3170755.07,501182.1,DFT-36IC,74,Exactly worry building cost story education fast Republican feel land despite.,False
WO000977,AC029,PT0150,TEC042,Component Overhaul,In Progress,2024-03-01,,25,32,7.0,Weather Hold,316.4,996305.02,4253206.78,1044895.93,DFT-62DJ,46,Expect student executive you fight seem piece might consider that member suffer.,True
WO000978,AC012,PT0279,TEC052,Scheduled C-Check,Closed,2022-01-14,2022-03-07,40,52,12.0,Awaiting Inspection Sign-off,822.5,3043206.93,4597013.11,983994.07,DFT-80GF,72,Yourself fly old be stop investment civil different.,True
WO000979,AC004,PT0194,TEC048,Scheduled C-Check,Cancelled,2022-10-01,,40,24,0.0,No Delay,132.4,455159.95,4394533.47,797846.29,DFT-56FC,20,Democratic city hear partner worry tend subject although soldier prove less.,True
WO000980,AC026,PT0266,TEC046,Scheduled C-Check,Closed,2024-11-30,2025-01-05,40,36,0.0,No Delay,355.5,835668.16,2768202.51,484723.16,DFT-68BI,25,Each set pull education little provide early economy benefit.,False
WO000981,AC037,PT0017,TEC021,Scheduled C-Check,Closed,2022-12-29,2023-02-17,40,50,10.0,Awaiting Inspection Sign-off,478.6,1197897.42,4866747.17,947322.53,DFT-31JJ,29,Might more not purpose that begin address include wear.,True
WO000982,AC029,PT0062,TEC042,Modification SB,Deferred,2024-11-12,,9,10,1.0,No Delay,85.9,307155.23,"₹1,213,033.85",167562.83,DFT-02IB,50,Information garden single various employee add increase difficult act top save education after.,True
WO000983,AC002,PT0167,TEC012,Line Maintenance,Deferred,2022-05-10,,4,4,0.0,No Delay,25.5,100099.52,3644234.25,721081.92,DFT-00GC,31,Far safe with standard stage friend rich cold so between you worker.,True
WO000984,AC016,PT0284,TEC036,Modification SB,Closed,2023-03-15,2023-03-20,9,5,0.0,No Delay,77.3,292083.76,3999020.78,711142.06,DFT-20JD,29,Less best mention wrong market college stay wind imagine.,True
WO000985,AC020,PT0137,TEC027,Unscheduled AOG,Deferred,2022-12-08,,3,3,0.0,No Delay,37.3,91765.73,2892249.73,565328.19,DFT-41HE,27,Seven medical understand gun today yes foot thus situation use there figure leader.,False
WO000986,AC017,PT0296,TEC052,Modification SB,Deferred,2024-08-06,,9,10,1.0,No Delay,66.3,264023.37,1456315.54,334072.33,DFT-76CA,80,Poor of film energy your difficult laugh when defense great very individual energy.,False
WO000987,AC022,PT0127,TEC043,Scheduled C-Check,Closed,2022-08-27,2022-10-24,40,58,18.0,Part AOG,806.1,3324081.07,2199592.03,655546.61,DFT-91BA,77,Try wrong check rate take TV quickly job cover office agreement.,False
WO000988,AC034,PT0125,TEC009,Line Maintenance,Deferred,2024-12-15,,4,2,0.0,No Delay,13.1,48619.08,4089326.22,471012.12,DFT-94IB,29,Top read agency us audience require law.,True
WO000989,AC017,PT0284,TEC032,Scheduled C-Check,Cancelled,2022-07-21,,40,43,3.0,No Delay,376.9,1482943.77,4316261.02,897705.0,DFT-15AC,58,Speech able really entire leader thank bring quite could say.,False
WO000990,AC023,PT0095,TEC016,Component Overhaul,In Progress,2024-11-28,,25,37,12.0,No Delay,400.6,1098903.84,1060822.81,375788.36,DFT-26HG,60,Seem their serious would build only close federal door.,False
WO000991,AC037,PT0165,TEC008,Scheduled A-Check,Closed,2022-05-05,2022-05-11,12,6,0.0,No Delay,44.0,115089.9,4613497.86,778045.07,DFT-22EH,49,Painting stage appear race true through like stuff after Democrat listen.,True
WO000992,AC038,PT0179,TEC043,Scheduled C-Check,Closed,2023-12-12,2024-02-06,40,56,16.0,Weather Hold,827.8,3429161.26,123974.5,408331.82,DFT-87JA,21,Dream region court happen girl bank.,True
wo000993,AC027,PT0241,TEC006,Scheduled C-Check,Closed,2023-09-13,2023-10-20,40,37,0.0,No Delay,438.3,1658654.19,972327.87,424135.4,DFT-93BC,33,Million low fight thank less must down man up Mrs any.,False
WO000994,AC030,PT0210,TEC030,Component Overhaul,Closed,2022-07-10,2022-07-24,25,14,0.0,No Delay,122.8,431013.86,3661459.59,456539.8,DFT-27HD,68,Identify seem goal lawyer author example especially loss own serve paper see next.,True
WO000995,AC040,PT0017,TEC029,Scheduled A-Check,In Progress,2022-04-20,,12,18,6.0,Part AOG,233.1,475742.83,572420.83,147025.53,DFT-54CC,28,Top pass lead when eye develop partner tree.,False
WO000996,AC014,PT0275,TEC001,Line Maintenance,Closed,2024-12-19,2024-12-23,4,4,0.0,No Delay,60.4,230503.76,1078305.22,169309.13,DFT-99EB,62,Little certain change go ten theory the reveal matter purpose.,True
WO000997,AC036,PT0203,TEC041,Modification SB,Deferred,2024-07-21,,9,15,6.0,Part AOG,114.3,366523.56,756662.55,200488.83,DFT-13JG,53,Newspaper form face car show blood mother pretty.,True
WO000998,AC024,PT0180,TEC047,Scheduled A-Check,In Progress,2023-11-22,,12,16,4.0,Awaiting Inspection Sign-off,126.7,274117.03,"₹2,985,653.07",448406.46,DFT-50BA,44,Tell whatever answer image oil tough however word effect change professor because herself.,True
WO000999,AC008,PT0073,TEC018,Scheduled C-Check,Deferred,2022-01-03,,40,56,16.0,No Delay,624.6,1340484.66,"₹3,475,857.32",720793.54,DFT-70JJ,32,Dinner sure wear father lead story news.,False
WO001000,AC010,PT0014,TEC010,Component Overhaul,Closed,2024-01-06,2024-02-02,25,27,2.0,No Delay,226.8,596200.94,"₹4,620,860.03",632314.37,DFT-37HC,50,Expert film despite hear finally after over pass election sign clearly director follow.,True
WO001001,AC006,PT0221,TEC028,Scheduled A-Check,Closed,2024-05-15,2024-05-30,12,15,3.0,No Delay,89.2,216147.51,2479336.88,285804.63,DFT-44JB,75,Light laugh second high easy per leave two picture skill.,True
WO001002,AC011,PT0004,TEC015,Scheduled C-Check,Closed,2024-04-24,2024-05-22,40,28,0.0,No Delay,401.0,1296764.8,4726310.67,666778.35,DFT-47JD,64,Nation everyone color behavior crime executive her cause why maybe.,False
WO001003,AC029,PT0189,TEC028,Scheduled C-Check,Closed,2022-03-08,2022-04-04,40,27,0.0,No Delay,113.5,315598.59,4526430.37,947386.09,DFT-33AE,77,Analysis most really realize what tree sell care.,False
WO001004,AC031,PT0055,TEC009,Unscheduled AOG,Closed,2022-05-13,2022-05-18,3,5,2.0,No Delay,60.6,272379.23,1866129.3,304773.84,DFT-68GB,73,Change officer answer for last heavy always law pattern body.,False
WO001005,AC027,PT0284,TEC015,Line Maintenance,Closed,2024-08-03,2024-08-05,4,2,0.0,No Delay,9.1,17839.42,601362.85,110440.95,DFT-16HB,26,Of speech important push letter conference hotel.,False
WO001006,AC024,PT0230,TEC007,Unscheduled AOG,Cancelled,2024-03-27,,3,1,0.0,No Delay,9.9,29148.32,222690.98,25514.57,DFT-20IC,29,Child course door TV into light point sure.,True
WO001007,AC015,PT0171,TEC006,Unscheduled AOG,Deferred,2022-08-10,,3,1,0.0,No Delay,9.6,22346.99,221828.62,35477.82,DFT-45IE,23,Plan across politics win middle back hope court seat many.,False
WO001008,AC012,PT0179,TEC035,Component Overhaul,Closed,2024-01-10,2024-02-04,25,25,0.0,No Delay,190.1,753322.95,"₹883,153.33",278866.15,DFT-57JE,75,Guy black magazine party your meet leg five receive car.,False
WO001009,AC013,PT0207,TEC011,Line Maintenance,Deferred,2024-07-04,,4,7,2.5,No Delay,78.1,245208.24,1030763.87,199212.15,DFT-90JJ,72,Seven gun job apply start deep focus.,False
WO001010,AC031,PT0010,TEC003,Line Maintenance,Closed,2023-06-05,2023-06-12,4,7,2.5,No Delay,97.1,195473.97,2929884.47,476497.12,DFT-23DH,23,Option ago world leave suddenly nothing together end arm chance.,False
WO001011,AC038,PT0249,TEC043,Line Maintenance,Closed,2024-04-05,2024-04-07,4,2,0.0,No Delay,15.5,41724.38,2950677.82,525195.33,DFT-92EJ,49,Message cultural traditional many administration expert watch.,True
WO001012,AC018,PT0294,TEC001,Scheduled A-Check,Closed,2023-06-01,2023-06-18,12,17,5.0,Manpower Shortage,201.6,681614.52,"₹2,723,951.16",661182.61,DFT-28CJ,40,Friend form worry everyone claim seem chance fire occur gas.,True
WO001013,AC032,PT0203,TEC051,Unscheduled AOG,Cancelled,2022-05-15,,3,2,0.0,No Delay,9.0,31036.57,2514161.8,460129.09,DFT-56IH,58,Develop role better himself of five high.,False
WO001014,AC007,PT0211,TEC059,Modification SB,Closed,2023-04-04,2023-04-10,9,6,0.0,No Delay,57.4,171358.91,610186.88,110555.61,DFT-50EE,44,List standard economy trip understand population.,True
WO001015,AC028,PT0094,TEC014,Scheduled C-Check,Closed,2022-11-01,2022-12-09,40,38,0.0,No Delay,586.4,1823444.67,2859379.32,584529.67,DFT-24FD,67,Themselves least car it civil half.,False
WO001016,AC009,PT0014,TEC014,Component Overhaul,Closed,2022-08-22,2022-09-26,25,35,10.0,Weather Hold,146.2,544012.33,4556243.49,594252.6,DFT-80IF,49,Pick travel answer develop very staff degree where push trouble event six.,True
WO001017,AC017,PT0049,TEC055,Line Maintenance,Cancelled,2024-11-21,,4,3,0.0,No Delay,15.8,45962.25,4206726.92,706267.89,DFT-57IJ,79,Side market site item market push half would.,True
WO001018,AC008,PT0043,TEC029,Unscheduled AOG,Deferred,2023-04-27,,3,5,2.0,No Delay,54.3,185042.43,4425905.36,820766.89,DFT-46HB,21,Professional economic budget enjoy area education physical everything individual day doctor strong card.,False
WO001019,AC029,PT0183,TEC034,Scheduled A-Check,Cancelled,2024-11-06,,12,7,0.0,No Delay,109.5,471485.59,4471876.3,644670.78,DFT-60AJ,52,Support note probably when figure see yet.,True
WO001020,AC021,PT0243,TEC043,Component Overhaul,Closed,2024-06-20,2024-07-14,25,24,0.0,No Delay,364.6,1186980.58,317955.27,154360.21,DFT-32FG,25,None enough student hold operation center.,True
WO001021,AC032,PT0139,TEC051,Line Maintenance,In Progress,2023-01-22,,4,2,0.0,No Delay,15.2,43908.54,3825401.66,645394.65,DFT-29HF,30,Leg condition magazine simple magazine represent art career.,False
WO001022,AC023,PT0118,TEC046,Scheduled C-Check,Closed,2024-10-30,2024-12-14,40,45,5.0,No Delay,492.4,2214534.52,4651772.85,1014246.78,DFT-33AB,27,Always money read anything mission enter evidence country.,False
WO001023,AC036,PT0286,TEC015,Component Overhaul,Closed,2022-07-01,2022-07-14,25,13,0.0,No Delay,107.3,205893.38,4498939.07,772687.25,DFT-57HC,41,Win all certainly popular quickly pass wish east yet institution paper.,False
WO001024,AC039,PT0216,TEC045,Scheduled A-Check,Cancelled,2023-12-27,,12,13,1.0,No Delay,142.6,587409.61,3296569.48,637429.68,DFT-67CI,60,She president message produce factor station fight clearly happy home enter wish.,False
WO001025,AC029,PT0006,TEC010,Line Maintenance,In Progress,2024-02-10,,4,4,0.0,No Delay,50.6,218895.73,2152248.13,300102.56,DFT-39II,55,Find hear baby wide land society.,False
WO001026,AC009,PT0001,TEC033,Line Maintenance,Closed,2022-07-29,2022-08-01,4,3,0.0,No Delay,47.3,130550.02,3802645.6,718012.65,DFT-41JH,56,Manage where true new size exactly.,True
WO001027,AC010,PT0270,TEC029,Component Overhaul,Closed,2023-06-29,2023-07-26,25,27,2.0,No Delay,333.7,806042.53,215028.82,146616.48,DFT-08BB,58,East western short budget government herself officer last nor itself each.,True
WO001028,AC016,PT0184,TEC043,Scheduled A-Check,In Progress,2024-05-20,,12,7,0.0,No Delay,35.5,70978.81,4993566.87,563656.69,DFT-04BH,68,Responsibility thus six natural above black challenge.,True
WO001029,AC017,PT0165,TEC036,Modification SB,Closed,2023-02-23,2023-02-27,9,4,0.0,No Delay,27.2,83852.11,2044086.17,212884.14,DFT-44CB,52,Size church physical very respond left summer trouble specific reach perform.,True
WO001030,AC040,PT0050,TEC028,Unscheduled AOG,Cancelled,2024-03-31,,3,1,0.0,No Delay,14.9,41315.52,4781179.82,844166.46,DFT-52BE,40,Stand wear individual past realize cost happy live case personal series.,True
WO001031,AC005,PT0265,TEC009,Modification SB,Closed,2023-01-31,2023-02-07,9,7,0.0,No Delay,30.4,101277.36,2016303.09,225136.83,DFT-64HA,64,We will anything eight fear fill full up through news paper.,False
WO001032,AC018,PT0212,TEC034,Component Overhaul,In Progress,2022-03-27,,25,40,15.0,No Delay,595.6,1076665.65,2009516.08,565798.32,DFT-16JE,74,Single rest less beat class leader cost.,True
WO001033,AC016,PT0298,TEC026,Unscheduled AOG,In Progress,2023-04-09,,3,2,0.0,No Delay,30.1,105102.98,4736452.8,748463.38,DFT-39JA,64,Agency life home Mr bit clearly edge tend.,False
WO001034,AC004,PT0057,TEC008,Component Overhaul,Closed,2023-10-01,2023-10-29,25,28,3.0,No Delay,216.9,913108.36,460576.38,184112.9,DFT-68DG,59,Light during down present especially soon stage career work field.,True
wo001035,AC005,PT0243,TEC006,Scheduled A-Check,Cancelled,2023-01-05,,12,16,4.0,Part AOG,214.0,959928.43,1239518.55,424217.97,DFT-67JC,47,End accept quality quite mouth board together body sound present friend story there alone.,True
WO001036,AC007,PT0264,TEC038,Component Overhaul,In Progress,2023-04-11,,25,34,9.0,Awaiting Inspection Sign-off,450.7,1793903.43,1043636.27,372962.82,DFT-20II,36,Late manage person her various challenge require.,False
WO001037,AC034,PT0298,TEC017,Component Overhaul,Closed,2024-02-02,2024-02-24,25,22,0.0,No Delay,216.2,417851.83,2974645.79,560212.41,DFT-55GD,31,Cell effort within rule most final.,True
WO001038,AC028,PT0135,TEC011,Line Maintenance,Closed,2023-08-24,2023-08-29,4,5,0.5,No Delay,67.1,254947.27,2788194.34,436662.83,DFT-32EF,20,Up dinner top matter western avoid friend measure.,False
WO001039,AC021,PT0114,TEC013,Line Maintenance,Cancelled,2023-10-07,,4,6,1.5,No Delay,59.3,177684.11,2692214.6,295365.44,DFT-97BF,70,Little free fish on risk week dream blue fund pattern determine.,True
WO001040,AC022,PT0149,TEC004,Scheduled C-Check,Closed,2024-05-20,2024-07-02,40,43,3.0,No Delay,305.2,882631.91,1912489.4,316074.03,DFT-65JC,26,Must live adult machine first majority argue must before garden continue.,False
WO001041,AC012,PT0078,TEC019,Component Overhaul,In Progress,2023-11-16,,25,21,0.0,No Delay,141.7,275604.73,3477014.84,628664.18,DFT-22FB,31,Arrive executive music might fund board scene mother take he on cost fall.,False
WO001042,AC007,PT0048,TEC024,Line Maintenance,Deferred,2024-05-26,,4,8,3.5,Engineering Query,61.8,133655.4,"₹1,586,866.16",183636.82,DFT-86JD,78,Other personal including over last put order adult.,False
WO001043,AC026,PT0247,TEC046,Component Overhaul,Deferred,2024-12-28,,25,22,0.0,No Delay,350.3,636327.68,4523141.88,792933.31,DFT-14HE,51,Push particular already culture eye training.,True
WO001044,AC029,PT0070,TEC046,Scheduled A-Check,Closed,2023-02-06,2023-02-21,12,15,3.0,No Delay,167.2,726112.01,"₹2,226,000.81",527127.34,DFT-56IH,46,Party listen audience forget particularly put group officer.,False
WO001045,AC031,PT0176,TEC015,Modification SB,Cancelled,2022-12-03,,9,9,0.0,No Delay,44.2,166731.53,4598413.53,501994.32,DFT-66JA,47,Dinner society age body girl often test or rich religious.,False
WO001046,AC020,PT0066,TEC008,Component Overhaul,Closed,2024-03-01,2024-03-25,25,24,0.0,No Delay,255.6,1132051.85,3181434.47,590298.78,DFT-28DC,62,Growth human word itself design now know certainly however.,True
WO001047,AC024,PT0147,TEC042,Unscheduled AOG,Closed,2024-10-28,2024-10-31,3,3,0.0,No Delay,40.7,180946.51,1349090.21,157813.42,DFT-01HC,49,Six writer east college down eight computer air worry nor.,False
WO001048,AC040,PT0252,TEC044,Scheduled C-Check,Cancelled,2022-10-26,,40,24,0.0,No Delay,128.1,557241.88,779277.51,228935.78,DFT-13FC,80,Study civil start friend test threat down you miss shoulder meeting factor future.,True
WO001049,AC002,PT0099,TEC056,Line Maintenance,Cancelled,2024-07-12,,4,7,2.5,No Delay,92.2,226426.58,1474414.45,279195.72,DFT-72EJ,73,Son today sport answer fight need government expert however feeling floor.,False
WO001050,AC016,PT0022,TEC017,Scheduled A-Check,Closed,2022-12-14,2022-12-25,12,11,0.0,No Delay,138.3,493544.01,313283.29,149004.45,DFT-27CC,41,Pull part serve travel him view food.,True
WO001051,AC015,PT0157,TEC001,Line Maintenance,In Progress,2022-03-09,,4,4,0.0,No Delay,31.6,103406.59,4150420.13,538860.02,DFT-44IF,22,Law ground fast policy training over quickly pay draw find.,True
WO001052,AC018,PT0131,TEC017,Scheduled A-Check,Deferred,2024-11-20,,12,12,0.0,No Delay,111.4,352460.97,2575801.05,312434.1,DFT-28AH,78,Pretty series near ahead along century.,False
WO001053,AC014,PT0231,TEC046,Unscheduled AOG,Closed,2023-06-20,2023-06-21,3,1,0.0,No Delay,13.9,32911.28,"₹2,680,050.28",369405.46,DFT-66GE,70,Structure certain place discover nothing mention occur plan laugh almost military someone.,True
WO001054,AC033,PT0263,TEC043,Modification SB,Deferred,2022-02-01,,9,13,4.0,No Delay,169.9,673011.83,3350895.36,499336.13,DFT-67CA,36,Travel parent assume dark drop dream or establish.,False
WO001055,AC031,PT0297,TEC045,Component Overhaul,In Progress,2024-05-21,,25,26,1.0,No Delay,346.2,1450217.22,3824027.54,843272.85,DFT-73DD,28,Win follow away history pick west similar similar allow music boy article rock.,False
WO001056,AC035,PT0196,TEC046,Unscheduled AOG,Cancelled,2022-08-03,,3,4,1.0,No Delay,48.7,121031.26,1170430.46,233783.48,DFT-98CA,36,Memory manage crime over fine store.,True
WO001057,AC036,PT0256,TEC002,Scheduled C-Check,Closed,2023-07-03,2023-08-27,40,55,15.0,Part AOG,648.1,2203190.56,822042.84,373757.25,DFT-95CD,45,Believe three hope only system leave often once culture lead piece.,True
wo001058,AC001,PT0095,TEC015,Scheduled C-Check,In Progress,2023-03-07,,40,52,12.0,Part AOG,784.7,2920311.93,2789658.77,692100.48,DFT-53IA,31,Participant world key actually arm agree seat can blood.,True
WO001059,AC036,PT0247,TEC046,Scheduled A-Check,Deferred,2022-02-03,,12,14,2.0,No Delay,120.8,358983.83,581925.51,179717.52,DFT-13DC,44,Before hair through rise trip difference available safe record important office how.,True
WO001060,AC019,PT0164,TEC042,Component Overhaul,Closed,2022-01-23,2022-02-28,25,36,11.0,No Delay,271.6,762167.35,3986329.33,611969.1,DFT-21CG,35,Add star maybe company song quite.,True
WO001061,AC027,PT0162,TEC054,Scheduled A-Check,Cancelled,2024-11-11,,12,13,1.0,No Delay,95.1,372240.76,3834507.47,652185.41,DFT-09JG,63,Position few bit early still class up yes central even senior green number.,True
WO001062,AC018,PT0169,TEC048,Scheduled A-Check,Closed,2022-03-13,2022-03-30,12,17,5.0,Manpower Shortage,225.7,416559.73,4178152.37,645225.18,DFT-09BB,57,Also specific order road role exactly campaign suddenly.,False
WO001063,AC005,PT0007,TEC058,Scheduled A-Check,Closed,2024-06-15,2024-06-21,12,6,0.0,No Delay,89.0,171272.35,2169925.68,444098.76,DFT-70FJ,61,Leave drive treat process marriage down marriage blue modern how wife resource a because.,False
wo001064,AC029,PT0278,TEC021,Unscheduled AOG,Cancelled,2024-01-30,,3,1,0.0,No Delay,12.5,46262.69,4460127.51,875409.62,DFT-08JF,26,Whatever visit sometimes apply strong treatment for.,False
WO001065,AC019,PT0284,TEC010,Component Overhaul,Closed,2023-07-05,2023-07-16,25,11,0.0,No Delay,113.0,207990.04,3867297.84,717335.75,DFT-50JF,44,Might charge forward suffer toward whether body next enjoy dream left.,False
WO001066,AC031,PT0271,TEC044,Line Maintenance,In Progress,2022-11-23,,4,8,3.5,Part AOG,107.4,346416.24,2704278.72,475307.45,DFT-24AF,62,These certainly buy others against current matter.,False
WO001067,AC002,PT0122,TEC009,Unscheduled AOG,Closed,2022-05-29,2022-06-01,3,3,0.0,No Delay,40.9,120967.34,1821476.52,358165.85,DFT-25JH,21,College season rate today wall well team page goal condition.,True
WO001068,AC020,PT0041,TEC036,Line Maintenance,Deferred,2022-09-29,,4,6,1.5,No Delay,56.7,249545.72,2614663.36,446549.62,DFT-46BC,74,Sit create garden care bed make hear scientist author become might citizen.,True
WO001069,AC009,PT0250,TEC019,Scheduled C-Check,Closed,2024-01-25,2024-03-14,40,49,9.0,Part AOG,408.4,1298034.57,4857861.97,688092.91,DFT-82JD,44,Toward true product true agreement here attention effort investment.,True
WO001070,AC028,PT0137,TEC012,Scheduled A-Check,In Progress,2022-06-02,,12,16,4.0,Awaiting Inspection Sign-off,217.1,768848.54,731820.6,163858.37,DFT-18BE,30,Bill shoulder fire not appear five fight left continue art degree laugh.,True
WO001071,AC024,PT0137,TEC059,Unscheduled AOG,In Progress,2024-09-04,,3,5,2.0,No Delay,24.5,47632.05,3538593.42,715704.2,DFT-16IJ,28,Eye as really east daughter old business.,True
WO001072,AC010,PT0065,TEC055,Modification SB,Closed,2023-12-11,2023-12-19,9,8,0.0,No Delay,78.7,319090.92,1601612.63,341789.64,DFT-20BJ,75,Music some then record answer line raise.,False
WO001073,AC027,PT0141,TEC004,Scheduled A-Check,Deferred,2024-10-14,,12,15,3.0,No Delay,63.3,239442.18,326212.96,79152.04,DFT-13BC,49,Before party show ready concern can campaign seem politics thousand system.,True
WO001074,AC001,PT0030,TEC006,Scheduled C-Check,Closed,2023-03-09,2023-04-28,40,50,10.0,Engineering Query,795.1,2511217.16,4598516.5,1145396.96,DFT-60DA,51,Someone entire agreement always standard value husband friend begin good room.,True
WO001075,AC024,PT0004,TEC031,Modification SB,Closed,2022-11-26,2022-12-10,9,14,5.0,Manpower Shortage,132.0,269707.88,4968492.14,561790.66,DFT-14FF,24,Fact wide herself ground woman enjoy federal continue like direction newspaper can.,True
WO001076,AC007,PT0045,TEC021,Component Overhaul,Deferred,2023-12-21,,25,32,7.0,No Delay,417.2,817422.05,"₹589,681.57",193026.69,DFT-56JA,31,Statement court company wonder science our time themselves.,False
WO001077,AC003,PT0237,TEC005,Modification SB,Closed,2022-06-15,2022-06-29,9,14,5.0,Part AOG,116.9,509322.96,4312351.26,694605.04,DFT-19GB,71,Four recent letter television bill new.,False
WO001078,AC020,PT0288,TEC046,Modification SB,Closed,2023-10-05,2023-10-08,9,3,0.0,No Delay,46.5,115894.24,3506298.7,720082.63,DFT-99BI,40,Although man during hope assume design nearly order light.,False
WO001079,AC039,PT0132,TEC018,Modification SB,Closed,2023-04-10,2023-04-25,9,15,6.0,Awaiting Inspection Sign-off,162.1,496751.9,2969559.41,545280.01,DFT-87HE,50,Community image bag out our recognize.,True
WO001080,AC006,PT0110,TEC058,Modification SB,Closed,2024-04-26,2024-05-08,9,12,3.0,No Delay,162.2,517354.76,714840.88,181642.26,DFT-63EA,69,Rather open short order actually teach stand interesting law enough north.,True
WO001081,AC019,PT0110,TEC057,Unscheduled AOG,Closed,2022-03-14,2022-03-15,3,1,0.0,No Delay,5.8,22571.54,3323299.3,469519.93,DFT-25EH,70,Hit in least American she four majority.,False
WO001082,AC028,PT0020,TEC048,Unscheduled AOG,In Progress,2024-06-15,,3,2,0.0,No Delay,16.1,68902.68,2109177.54,230980.07,DFT-32JI,47,Space assume between thought direction agreement plant.,False
